User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
Tom Fitton,@TomFitton,2019-12-01T22:42:57.000Z,"COUP: Adam Schiff Gives Democrats Only 24 Hours to Sign 
@RealDonaldTrump
 Impeachment Report http://bit.ly/2Y2jmbu via 
@BreitbartNewsQuote Tweet
Judicial Watch
@JudicialWatch
 ∑ Nov 27, 2019
.@TomFitton on impeachment: úCall your members of Congress & your Senators saying you don't want the impeachment to go any further. Call at 202-224-3121. Let your views be known about the coup attacks on President @realDonaldTrump.ù
0:44
106.9K views",64,590,1K
5th Gen American,@iluvbkk,2019-12-01T23:54:15.000Z,"Time for some Democrats to draw the line in the sand. Surely, there a quite a few who are not on board with this railroaded impeachment. Time to straighten the backbone and remember you aren't working for the DNC but for the people.",,1,1
Charlie D.,@cdaubitz,2019-12-01T23:55:59.000Z,"There is no greater victory that to fall from this Earth a free man. ""Spartacus""There is no greater victory that to fall from this Earth a free man. ""Spartacus""",,1,2
Alan Howe,@HoweDefendsUSA,2019-12-01T23:58:31.000Z,"It took him two years, but he put the manufacturing sector in recession this year. Accomplishment!It took him two years, but he put the manufacturing sector in recession this year. Accomplishment!",,1,4
HGH,@texaradogirl,2019-12-01T23:45:05.000Z,That's a complete lie. He released it after he knew the whistleblower had come forward.That's a complete lie. He released it after he knew the whistleblower had come forward.,,,16
Dee-El,@Dee__El,2019-12-01T23:58:57.000Z,"""I tagged the President and all I got was a couple of lousy replies from Ethan Van Sciver""",,,4
Donald Trump Jr.,@DonaldJTrumpJr,2019-12-01T23:44:57.000Z,"Die Hard.Quote Tweet
Madison Gesiotto Gilbert
@madisongesiotto
 ∑ Dec 1, 2019
Best Christmas movie?!",1.6K,1.7K,12.3K
Big Lee Bronzer,@BigLeeBronzer,2019-12-01T23:58:34.000Z,"The best thing about Die Hard is once Nakatomi plaza got blown up 
@realDonaldTrump
 bragged they now he had the tallest building",1,,21
Ihor Procyk,@accordihor,2019-12-01T23:50:51.000Z,"I Pray we follow no person blindly. We will all have to answer for our actions. If you Follow JESUS:HE SAID,"" Let the little children come unto ME, and forbid them not, for such is the KINGDOM OF GOD."" Politics, & pandering to hatred, or the KINGDOM OF GOD? ""Choose ye this day!""I Pray we follow no person blindly. We will all have to answer for our actions. If you Follow JESUS:HE SAID,"" Let the little children come unto ME, and forbid them not, for such is the KINGDOM OF GOD."" Politics, & pandering to hatred, or the KINGDOM OF GOD? ""Choose ye this day!""",3,1,1
Danby,@DEDanby,2019-12-01T23:50:34.000Z,"the next Pres will be required to continue this path or they will be one term, Trump will have totally shifted the expectations for the job by the end of his 2nd termthe next Pres will be required to continue this path or they will be one term, Trump will have totally shifted the expectations for the job by the end of his 2nd term",1,,4
Abby Rivera Aponte,@AbbyAponte,2019-12-01T23:54:26.000Z,"Where's the budget to eradicate AIDS in 10 years? I could have sworn you slashed that budget. You said you would do this, and eliminate childhood cancer by the end of the year. Tic tockWhere's the budget to eradicate AIDS in 10 years? I could have sworn you slashed that budget. You said you would do this, and eliminate childhood cancer by the end of the year. Tic tock",1,1,3
LATAM FOR TRUMP,@LATAMforTRUMP,2019-11-30T23:44:19.000Z,"President 
@realDonaldTrump
 , she is the Chilean singer 
@monlaferte
 .  promotes abortion and hatred against the US. The Puebla Group is the one who in Latin America articulates actions against the US.  It's time to cancel your visas. 
@WHNSC
 @SecPompeo
 @WHAAsstSecty
 @AppSame
 @VP",57,353,392
DrRight 22%,@DrRightMB,2019-12-01T23:54:56.000Z,"If you are reading this, please cancel her VISA. She despises and hates authority, she lies flagrantly about inexisting torture and rape. She also makes false accusations against the police. She incites violence and defends looting. A true anti-patriot.",1,3,5
Jeannine bartel,@jeannine_bartel,2019-12-01T23:49:33.000Z,"You were invited to one of his phony tele things? I seriously thought he just talked into a disconnected phone. Been asking his offices why they cant release transcripts...Portmans grifting too much for his personal piggy bank to let go Trump. check outHome
Remove Ohio's Junior Senator
quitrobbingohio.com",1,2,7
Nyan Matthies,@sirensong89,2019-12-01T23:48:03.000Z,PUTINBOT. Just be quiet.PUTINBOT. Just be quiet.,,,9
Liberty&Freedom,@RoutTheHand,2019-12-01T23:48:35.000Z,"LMAO no one is banning anything. We are a unique country and Socialism which turns to Communism is not for us. Downsize the govt,let states manage their issues and the govt can stay our of our lives. As for your over exaggerated rage...go for a walk in the park perhapsLMAO no one is banning anything. We are a unique country and Socialism which turns to Communism is not for us. Downsize the govt,let states manage their issues and the govt can stay our of our lives. As for your over exaggerated rage...go for a walk in the park perhaps",3,,1
Cynthia Watson,@Kookieduck,2019-12-01T23:53:23.000Z,"Better hurry on the walk in the park. Under President Trump, our parks and monuments are being sold to the highest bidder!",2,,
ScottAllanCole,@scottallancole,2019-12-01T23:57:32.000Z,"@seanhannity
 and 
@TuckerCarlson
 need to bring her on to get it beyond Twitter",,,1
rolandsmartin,@rolandsmartin,2019-12-01T17:16:36.000Z,"So Candace is really this clueless? Hunter Biden isn't elected to anything. But the immoral 
@realDonaldTrump
 is. I keep telling y'all these #MAGA folks like Candace are out to lunch! https://twitter.com/RealCandaceO/status/1200911925657235456¶This Tweet is unavailable.",41,54,350
mildred washington,@tou456,2019-12-01T23:58:19.000Z,"She forgot to mention since she's talking about Biden's son:  Trump's son also cheated on his wife;  is now with her and divorcing (if not divorced already).  The RNC boosted Trump Jr.'s  book.  So, what is her point exactly?  LOL.  Like you said:  Biden's son is not running!!",,,3
Patti Peterson,@pattipetersonny,2019-12-01T23:51:41.000Z,"The only reason you are tweeting this is because you and the guy who is distancing himself from you don't want to go to prison.
You never would have tweeted this if you and he were still getting away with bribery and extortion.
#CrookedRudy #CrookedTrump #RussianAssetsThe only reason you are tweeting this is because you and the guy who is distancing himself from you don't want to go to prison.
You never would have tweeted this if you and he were still getting away with bribery and extortion.
#CrookedRudy #CrookedTrump #RussianAssets",,,1
one after 909,@Lastplace_champ,2019-12-01T23:34:58.000Z,"Well I just recently showed you Mulvaney admitting to a quid pro quo, but you reject actual reality and go to new lows to defend it, without even being able to defend it. This is typical of a trumper.Well I just recently showed you Mulvaney admitting to a quid pro quo, but you reject actual reality and go to new lows to defend it, without even being able to defend it. This is typical of a trumper.",3,,
Freedom Frites,@FreedomFritesUS,2019-12-01T23:47:10.000Z,"Again....he was talking about longstanding general US policy....

You don't get it. I understand.",2,,1
The CHRISTIAN,@oneChristian777,2019-12-01T23:50:59.000Z,Come on please Obama put record African Americans on welfare Trump put record African-Americans to work please tell the truthCome on please Obama put record African Americans on welfare Trump put record African-Americans to work please tell the truth,1,1,
Morty Rosenfeld,@MortyRosenfeld1,2019-12-01T16:08:50.000Z,Stand behind corruption?Stand behind corruption?,1,3,48
SeanWhite,@seanwhiter,2019-12-01T23:57:09.000Z,Isn't Rudy in several ways part of the trumperium?,1,,9
Meg4Truth,@Meg4Truth,2019-12-01T23:49:01.000Z,Proof? I'm not trying to argue or nothing..I know these satanic effs don't stop. I wanna see proof. Or I don't believe shitProof? I'm not trying to argue or nothing..I know these satanic effs don't stop. I wanna see proof. Or I don't believe shit,1,,1
HydroXip,@DJTQ1776,2019-12-01T23:59:27.000Z,"CERN was scheduled to go back online in 2021 last I knew

They are making it stronger ",1,,2
Gail Turley,@AuntInAZ,2019-12-01T23:59:35.000Z,Dems have been in charge of one half of one branch of government for less than a year. They have not been 'trying to impeach' for three years.Dems have been in charge of one half of one branch of government for less than a year. They have not been 'trying to impeach' for three years.,4,2,8
Christopher,@studious2002,2019-12-01T23:56:21.000Z,This isn't hard. K O M P R O M A T. Period.This isn't hard. K O M P R O M A T. Period.,,1,7
John Zajaros - Professor Z,@JohnZajaros,2019-12-01T23:56:11.000Z,"More 
@GOP
 & 
@realdonaldtrump
 BS! I've read almost everything written about Lincolnîat least in the way of serious scholarship. Maybe they meant that Trump is more like Mary Todd Lincolnîmercurial, deceitful & insane. Trump is also myopic, greedy, dangerous, corrupt, & delusional!Quote Tweet
Dan Rather
@DanRather
 ∑ Nov 30, 2019
A lot is being made of a poll finding a majority of Republicans think Trump is a better president than Lincoln. Maybe it's because Honest Abe had a weak Twitter game.",,1,1
Birmingham Weekly,@BhamWeekly,2019-12-01T23:55:39.000Z,the United Russia and Russian Communist parties are already united behind Trumpthe United Russia and Russian Communist parties are already united behind Trump,1,1,3
Brian Cox,@BrianCox_gab_ai,2019-12-01T22:13:22.000Z,"@amjoyshow
 ...You make a big deal about 
@realDonaldTrump
 not having served in the military. Okay, did your crack smoking, half-White hero, 
@BarackObama
 , serve? What about your other heroes, Bill and Hillary Clinton, did they serve? You're a freaking hack, you POS homophobe.Quote Tweet
Airborne Heel
@abnheel
 ∑ Dec 1, 2019
Imagine the things they get wrong on a daily basis and it'll all make more sense twitter.com/alx/status/120¶",1,,1
Airborne Heel,@abnheel,2019-12-01T23:59:39.000Z,"Anyone that brings up Trump and draft dodging, I remind them that we litigated this in 1992 and I was told by the media that fleeing the draft and hiding out in Canada wasn't disqualifying. 

I don't make the rules",,,2
Wayne L,@WayneLawlor,2019-12-01T23:48:47.000Z,"Hey 
@realDonaldTrump
 is it true?? ",,,2
Steve Scalise,@SteveScalise,2019-12-31T23:45:10.000Z,".
@realDonaldTrump
's 2019 accomplishments:
ì Lowest unemployment in 50 years
ì Robust job growth
ì Rising wages
ì Record stock market highs
ì Trade deals that put America first

Do Nothing Dems' 2019 accomplishments:
ì Partisan impeachment

It's clear who is fighting for families.",487,1.5K,5.6K
Seo Alonzo,@SeoAlonzo,2019-12-31T23:58:48.000Z,Liar! The economy is only good for the rich and corporations. Regular people need multiple jobs to live. Trump has F'd up the trade negotiations and has lost a lot money to our economy. Trump the art of the fail. #TrumpIsALaughingStock,,,3
Mobile Fan,@CodingIsAmazing,2019-12-31T23:56:40.000Z,good one. #h1b shortage of high skilled is scam of the century my friend. So called high skill can be mastered in 6 weeks.,1,2,8
The White House 45 Archived,@WhiteHouse45,2019-12-31T02:34:47.000Z,"Americans saw plenty of Washington at its worst this yearîbut despite getting no help from the far left, America today is soaring to new heights. 
10 of President 
@realDonaldTrump
's biggest accomplishments of 2019: http://45.wh.gov/5yKBD8",2.8K,5.8K,23.5K
Blue Moon,@SomeBluMoon,2019-12-31T23:59:15.000Z,You must have taken a few extra snorts of Adderall. Surely you remember that you are still impeached. And the evidence is piling up against you.,,1,1
Michele Carbone,@ladolcevitaone,2019-12-31T23:56:56.000Z,Exploding deficits make everyone feel like they're on a high! Eventually the bill is due.Exploding deficits make everyone feel like they're on a high! Eventually the bill is due.,1,2,24
Cynthia Coy,@CynthiaCoy8,2019-12-31T23:34:11.000Z,"Greek yogurt, flan ,cottage cheese, veggies of any typeî along with RI steamers,Maine lobster,and guacamole(along with any type of salad )= some of my gastrointestinal úcan't live without.Greek yogurt, flan ,cottage cheese, veggies of any typeî along with RI steamers,Maine lobster,and guacamole(along with any type of salad )= some of my gastrointestinal úcan't live without.",3,3,5
Chris - #RICOACT45 - COME ON FBI.,,2019-12-31T23:55:36.000Z,"ILK, can you imagine what 
@realDonaldTrump
 's bedroom must smell like?
No wonder Melanie has her own bedroom in the opposite side of the WH.  Talk about a dutch over.",,,7
Phoenix Patriot,@Ph0enixPatri0t,2019-12-31T23:58:44.000Z,"I don't care what anyone says or thinks, THIS is the kind of response and action I want from my president! We shouldn't stand for attacks against our own American lives and let them get away with it! #KAG2020I don't care what anyone says or thinks, THIS is the kind of response and action I want from my president! We shouldn't stand for attacks against our own American lives and let them get away with it! #KAG2020",3,1,10
carol Anti-GOP,@chbrkr,2019-12-31T23:59:00.000Z,"Do nothing Donald broke all his promises. Tweet, Golf, watch TV. Worst President in history!Do nothing Donald broke all his promises. Tweet, Golf, watch TV. Worst President in history!",,,8
Patti Cake,@Littlefish_5,2019-12-31T23:59:06.000Z,"You are and always will be impeached
deal with itYou are and always will be impeached
deal with it",,1,7
Joseph Haack,@JosephHaack7,2019-12-31T23:58:58.000Z,Who cares?  He accomplishes his goals to help America!   F - Polished politiciansWho cares?  He accomplishes his goals to help America!   F - Polished politicians,,,6
The Glass Phoenix,@NixyWasHere,2019-12-31T22:36:25.000Z,"His morons think his stupidity is a code!!!!
Lolololololololololololololololololololllolllolllolol...His morons think his stupidity is a code!!!!
Lolololololololololololololololololololllolllolllolol...",8,4,48
Daniel R Biber,@DanRBiber,2019-12-31T23:58:52.000Z,They are Trump whisperers.,,,7
KtCakes,@KtCakes66,2019-12-31T23:51:21.000Z,He's probably got a little more stamina than Tweety Amin.He's probably got a little more stamina than Tweety Amin.,7,4,114
ELLE,@ElleEmEyeTee,2019-12-31T23:55:30.000Z,Ahhhhh Haaaa #TweetyAmin!!!,,,7
Chris - #RICOACT45 - COME ON FBI.,,2019-12-31T21:04:49.000Z,"Nellie, I'm sorry to utilize you as a mouthpiece but our irish buddy is a perfect example of why I keep articles related 2 all my claims.
I don't want any liars infiltrating our group, you're either a grifter, an attn seeker or a sympathy basker. There is no reason 2 lie on here.Nellie, I'm sorry to utilize you as a mouthpiece but our irish buddy is a perfect example of why I keep articles related 2 all my claims.
I don't want any liars infiltrating our group, you're either a grifter, an attn seeker or a sympathy basker. There is no reason 2 lie on here.",3,2,3
≈ã…õ∆ñ∆ñƒ±…õ,@purpledragula,2019-12-31T23:57:52.000Z,You are welcome to use me anytime. You know that,,,4
Dr. Dawn Michael,@SexCounseling,2019-12-31T23:59:36.000Z,Thank you Mr. President for keeping our embassy safe!Thank you Mr. President for keeping our embassy safe!,9,33,283
Sunshine,@vbbymvrie,2019-12-31T23:59:34.000Z,This isn't for the followersThis isn't for the followers,4,,9
Earl L McConnell,@elmtreepower,2019-12-31T23:56:55.000Z,"Using their language, Dems are actually trying to say illegals are not guilty of breaking our laws...OR, that they think our laws no longer have to be followed......BUT, only by those who will do  them political good!Using their language, Dems are actually trying to say illegals are not guilty of breaking our laws...OR, that they think our laws no longer have to be followed......BUT, only by those who will do  them political good!",,,
RD,@real_defender,2019-12-31T23:30:00.000Z,Who else is grateful Trump is president?Who else is grateful Trump is president?,177,56,639
HDibbley,@DibbleyH,2019-12-31T23:57:56.000Z,Thanks for the laugh! ,,,5
Leah McElrath,@leahmcelrath,2019-12-31T23:42:01.000Z,"Just to be clear, we're now toying with possible direct conflict with both Iran and North Korea.

And Trump has burned bridges with all of our allies and participated with Putin in destabilizing the UK and EU and NATO.Quote Tweet
Joe Cirincione
@Cirincione
 ∑ Dec 31, 2019
North Korean Leader Kim Jong Un declares an end to his moratorium on testing of nuclear weapons and long-range missiles in his New Year's speech. He promises a ""new strategic weapon"" soon. #ICBM",114,898,1.3K
Patrick,@atomicpopWI,2019-12-31T23:55:58.000Z,"This was the INTENT, not a byproduct. 
@realDonaldTrump
 intended to weaken US interests & allies around the world from the start. Why?  Because it strengthens Russia's position! This was all the goal from the start.",1,,4
Ian McKelvey,@ian_mckelvey,2019-12-31T20:17:37.000Z,"Here you go, dumbass. And just remember, this did NOT happen in Benghazi, where Barack Obama and Hillary Clinton left our people to DIE. https://twitter.com/oirspox/status/1212063797059506176?s=21¶This Tweet is unavailable.",14,93,343
MindOfAWoman,@brandy_mancari,2019-12-31T23:58:12.000Z,"@will_c_fischer
 As you can see Our President is taking care of business. Believe me he rarely Just plays golf on the golf course. President 
@realDonaldTrump
 knows how to Take Care of Business from wherever he is.",,,2
Toonces The Driving Cat,@TooncesDaCat,2019-12-31T23:57:26.000Z,"General Donald ""bone spurs"" Trump didn't have the foresight to prepare his diplomatic corp and military for the Iraqi reaction to a US attack. TRUMP incompetence. TRUMP fail.General Donald ""bone spurs"" Trump didn't have the foresight to prepare his diplomatic corp and military for the Iraqi reaction to a US attack. TRUMP incompetence. TRUMP fail.",1,,3
Merete von DOE,@MereteVonDOE,2019-12-31T23:55:46.000Z,"No international crisis?
- Are you absolutely sure about that???

Cause I recall Trump creating 
- a nuclear crisis with North Korea
- a trade war with China
- a trade war with EU
- wanting to invade Venezuela, a NATO-member

#GrifterInChiefNo international crisis?
- Are you absolutely sure about that???

Cause I recall Trump creating 
- a nuclear crisis with North Korea
- a trade war with China
- a trade war with EU
- wanting to invade Venezuela, a NATO-member

#GrifterInChief",1,,2
Congressman Ted Budd,@RepTedBudd,2019-12-23T20:20:05.000Z,"úReal disposable personal income per household has increased $6,000 since the tax cuts were passed.ù

President 
@realDonaldTrump
's tax cuts are working for the American people.Opinion | Tax Reform Has Delivered for Workers
Two years later the data show that investment has increased, with wages and job participation rising.
wsj.com",50,49,218
Jules,@jmreycroft,2019-12-31T23:59:07.000Z,"Seriously? Have you ever actually met anyone who would agree with that? I haven't. 
@WSJ
 just slinging it hoping the gullible people will buy it.",,,1
SAMKAY,@Freeiran_Sam,2019-12-31T23:56:23.000Z,Air Force is part of the military!,,,8
"*GYNARCHY
NOW
CHICKS rule!|Pelosi|Harris",,2019-12-31T23:47:49.000Z,"Pelosi's got Trump by the short and curlies, as we say in jolly old EngiePelosi's got Trump by the short and curlies, as we say in jolly old Engie",5,21,61
Linda Rothwell. #GlovesOff,@Bornabrit1,2019-12-31T23:57:01.000Z,Or by his lunchbox. ,2,3,7
Paul Jongen - WearAMask,@pjljongen,2019-12-31T23:58:54.000Z,You spelled 'bed bug ridden shit-hole' wrong! You spelled 'bed bug ridden shit-hole' wrong! ,,1,13
Will Bailey,@RepWillBailey,2019-12-31T23:58:33.000Z,Impeached Loser says whAt?Impeached Loser says whAt?,,,6
Neuropatriot,@neuropatriot,2019-12-31T23:54:58.000Z,LOL. It's a pretty good start. Let me know when Trump does it 12 times like Obama did. Trump just did it once. ,,,2
Dr. Jeffrey Guterman,@JeffreyGuterman,2019-12-31T23:36:31.000Z,Here is my listHere is my list,38,62,205
"Sean Turner
Wear a mask!",@allareblessed,2019-12-31T23:59:03.000Z,Excellent list,1,,9
Richard W. Painter,@RWPUSA,2019-12-31T23:46:30.000Z,"The impeachment trial of Å¶
@realDonaldTrump
Å© is the time for C.J. Roberts to show that he means it.

Chief Justice John Roberts says Americans may 'take democracy for granted' https://cnn.com/2019/12/31/politics/john-roberts-judiciary-democracy/index.html¶",189,2K,6.2K
Dr. XVI,@imxvi,2019-12-31T23:59:38.000Z,"Americans may indeed take democracy for granted (and most Americans might think it is ""granite"").  But our civil servants and representatives should always be vigil.  The reality is that the GOP has foregone that responsibility for decades now.  Hence, the situation we have.",,,6
"SongBird4Trump
#ReleaseTheKRACKEN!",@SongBird4Trump,2019-12-31T23:56:03.000Z,"That would be good ONLY if we can still prosecute Pelosi, Schiff, et al for their treason against the American People and POTUS.That would be good ONLY if we can still prosecute Pelosi, Schiff, et al for their treason against the American People and POTUS.",,,
carol Anti-GOP,@chbrkr,2019-12-31T23:59:00.000Z,"Do nothing Donald broke all his promises. Tweet, Golf, watch TV. Worst President in history!",,,8
Robab Baraie,@BaraieRobab,2019-12-31T23:59:12.000Z,"ICYMI 
@khamenei_ir
  paper on Oct. 5 2019: ""Why not end US Embassy in Baghdad, the den of spies and sedition against the subjugated Iraqi people?  The invasion of the US Embassy.. brought many benefits for Iranù 
@USAdarFarsi
 @SecPompeo
 @realDonaldTrump
 #IraqProtests #IranProtests",,2,2
M. Hanif Jazayeri,@HanifJazayeri,2019-12-31T16:17:01.000Z,"Did you know Badr Corps chief Hadi Ameri, who led today's raid on the US Embassy in Iraq, was once invited to the 
@WhiteHouse
 by 
@BarackObama
? 
FYI: Ameri & the Badr Corps get their salary & orders from Iran's dictator Ali Khamenei.

CC: 
@realDonaldTrump
 @VP
 @SecPompeo
 @PressSecDid you know Badr Corps chief Hadi Ameri, who led today's raid on the US Embassy in Iraq, was once invited to the 
@WhiteHouse
 by 
@BarackObama
? 
FYI: Ameri & the Badr Corps get their salary & orders from Iran's dictator Ali Khamenei.

CC: 
@realDonaldTrump
 @VP
 @SecPompeo
 @PressSec",312,2.7K,2.5K
Concerned Lady,@hoytconcerned,2019-12-31T23:57:46.000Z,Kind of solidifies many Americans belief that Obama was more of an enemy to us than he was President.,1,3,7
ChiBears Rock,@stevesm80621807,2019-12-31T23:51:33.000Z,"I benefited from it my 401 has been kicking ass plus I'm making $10,000 a year more in payI benefited from it my 401 has been kicking ass plus I'm making $10,000 a year more in pay",11,1,9
Bob Mina,@HurricaneBobM,2019-12-31T23:56:01.000Z,Hooray for you Steve S M eight zero six two one eight zero seven.,1,,6
Katnea,@KatneaB,2019-12-31T23:57:32.000Z,"Agreed. Your comment reminds me of Russia's Mikhail Gusman prediction: Sooner or later, the Democrats will come back into power. I have an even more unpleasant forecast for Trump. After the WH, he will face a very unhappy period. -Russia's State TV Calls Trump Their Agent'
Russian commentators note, rightly, that úsooner or later, the Democrats will come back into power,"" and they're already joking about offering Trump asylum.
thedailybeast.com",1,3,6
"Sarah Chambers, MAT",@SarahWoolsey4,2019-12-31T23:56:30.000Z,The stock market isn't the economy. Jeez.The stock market isn't the economy. Jeez.,1,,5
"Peter 4 America
Fighting 4 America",@Peter4America,2019-12-31T23:57:11.000Z,"Did an American president just stand up to Iran? No more leading from behind. 
@realDonaldTrump",,,1
Three Year Letterman,@3YearLetterman,2019-12-31T23:57:19.000Z,How many SEC titles does the UN have?How many SEC titles does the UN have?,1,3,170
